artist_name,track_title,entry_date,stream_duration_ms,product_type,ip_address,client_name_from_session,country_name,region_name,city_name,postal_code,time_zone
J. Cole feat. Kendrick Lamar,Forbidden Fruit,2023-04-19 05:07:42.639000+00:00,5000.0,TRACK,77.63.90.232,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
Isaiah Rashad Feat. Zacari Feat. Kendrick Lamar,Wat's Wrong (feat. Zacari & Kendrick Lamar),2023-04-19 05:07:47.928000+00:00,330000.0,TRACK,77.63.90.232,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 05:47:40.528000+00:00,0.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 05:47:40.925000+00:00,4000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 05:47:44.721000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 05:51:06.051000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 05:53:47.016000+00:00,204000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 05:57:37.426000+00:00,15000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 05:57:52.255000+00:00,206000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 06:01:19.316000+00:00,1000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 06:01:20.903000+00:00,26000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 06:01:46.634000+00:00,0.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 06:01:46.847000+00:00,3000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 06:01:49.685000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 06:05:11.541000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 06:07:52.844000+00:00,174000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
J. Cole,a m a r i,2023-04-19 06:10:46.111000+00:00,0.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
J. Cole,9 5 . s o u t h,2023-04-19 06:10:46.341000+00:00,4000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
J. Cole,a m a r i,2023-04-19 06:10:50.782000+00:00,4000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
J. Cole,a m a r i,2023-04-19 06:10:54.321000+00:00,148000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
J. Cole & 21 Savage & Morray,m y . l i f e,2023-04-19 06:14:04.601000+00:00,219000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Lizzo,About Damn Time,2023-04-19 06:31:23.925000+00:00,19000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Lizzo Feat. SZA,Special (feat. SZA),2023-04-19 06:31:42.480000+00:00,175000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Janelle Monáe Feat. Seun Kuti Feat. Egypt 80,Float (feat. Seun Kuti & Egypt 80),2023-04-19 06:37:31.626000+00:00,8000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Latto feat. LU KALA,Lottery (feat. LU KALA),2023-04-19 06:37:39.453000+00:00,187000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 07:06:13.038000+00:00,0.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 07:06:13.564000+00:00,5000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 07:06:18.720000+00:00,154000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 07:08:52.098000+00:00,1000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 07:08:53.541000+00:00,135000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 07:11:08.342000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 07:13:49.370000+00:00,7000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 07:13:56.354000+00:00,6000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 07:14:02.368000+00:00,191000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 07:17:13.779000+00:00,34000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 07:17:47.057000+00:00,3000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 07:17:50.264000+00:00,206000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 07:30:21.063000+00:00,3000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 07:30:24.200000+00:00,20000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$,Eulogy,2023-04-19 07:30:44.516000+00:00,0.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$,Cruise Control,2023-04-19 07:30:44.767000+00:00,5000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$ feat. JID,Wanna Be Loved,2023-04-19 07:30:49.106000+00:00,203000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$,Eulogy,2023-04-19 07:34:12.327000+00:00,16000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$,Cruise Control,2023-04-19 07:34:28.773000+00:00,4000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
Joey Bada$$ feat. JID,Wanna Be Loved,2023-04-19 07:34:32.444000+00:00,43000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 07:35:15.798000+00:00,1000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",WHAT A DAY,2023-04-19 07:35:16.002000+00:00,4000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 07:35:20.163000+00:00,3000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 07:35:23.745000+00:00,161000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 07:38:44.891000+00:00,231000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-19 07:43:13.972000+00:00,204000.0,TRACK,77.63.92.133,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 08:36:39.857000+00:00,206000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 08:40:38.994000+00:00,206000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:07:50.203000+00:00,3000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 09:07:53.892000+00:00,110000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:09:43.817000+00:00,1000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 09:09:44.160000+00:00,0.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:09:44.610000+00:00,98000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 09:13:11.024000+00:00,194000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 09:21:57.824000+00:00,1000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:21:58.253000+00:00,98000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 09:54:43.674000+00:00,194000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:58:27.159000+00:00,0.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 09:58:27.359000+00:00,1000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 09:58:28.088000+00:00,98000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 10:02:39.665000+00:00,15000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 10:02:54.564000+00:00,0.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 10:02:54.797000+00:00,1000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 10:02:55.076000+00:00,98000.0,TRACK,77.63.93.14,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1082,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 11:07:34.763000+00:00,15000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 11:07:49.435000+00:00,2000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 11:07:51.927000+00:00,3000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 11:07:54.626000+00:00,3000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator feat. A$AP Rocky",WHARF TALK (feat. A$AP Rocky),2023-04-19 11:07:57.053000+00:00,204000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-19 11:14:41.422000+00:00,161000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-19 11:18:05.178000+00:00,231000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 11:24:36.989000+00:00,8000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
Larry June & The Alchemist (feat. Ty Dolla $ign),Summer Reign,2023-04-19 11:24:44.118000+00:00,12000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 11:24:56.732000+00:00,206000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 11:28:23.756000+00:00,4000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 11:28:27.915000+00:00,45000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-19 11:29:12.816000+00:00,206000.0,TRACK,77.63.91.253,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1074,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-19 11:32:39.698000+00:00,12000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-19 11:32:51.919000+00:00,86000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator",LUMBERJACK,2023-04-19 11:34:17.920000+00:00,9000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator",Whoville,2023-04-19 11:34:26.684000+00:00,9000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator feat. Santigold and Ryan Beatty",Lights On (feat. Ryan Beatty & Santigold),2023-04-19 11:34:35.276000+00:00,66000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator feat. Jerry Paper",Hot Chocolate (feat. Jerry Paper),2023-04-19 11:35:41.829000+00:00,13000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
Elijah Kessler,BENZO,2023-04-19 11:35:54.019000+00:00,5000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
Elijah Kessler,DOLLA,2023-04-19 11:35:59.573000+00:00,14000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
Elijah Kessler Feat. Toro y Moi,ZEISS,2023-04-19 11:36:13.940000+00:00,62000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"j-hope, J. Cole",on the street (with J. Cole),2023-04-19 11:37:15.557000+00:00,21000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
Jimin,Set Me Free Pt.2,2023-04-19 11:37:36.902000+00:00,0.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
So!YoON!,Smoke Sprite (feat. RM of BTS),2023-04-19 11:37:36.907000+00:00,38000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
So!YoON!,Smoke Sprite (feat. RM of BTS),2023-04-19 11:38:14.234000+00:00,242000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-20 03:55:11.915000+00:00,60000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator",HEAVEN TO ME,2023-04-20 03:56:11.246000+00:00,231000.0,TRACK,85.145.224.86,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Brabant,Eindhoven,5632,Europe/Amsterdam
"Tyler, The Creator feat. YG","BOYFRIEND, GIRLFRIEND (feat. YG) (2020 Demo)",2023-04-20 04:00:27.840000+00:00,204000.0,TRACK,77.63.90.136,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-20 04:04:18.230000+00:00,38000.0,TRACK,77.63.90.136,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
"Tyler, The Creator",SORRY NOT SORRY,2023-04-20 04:04:56.892000+00:00,206000.0,TRACK,77.63.90.136,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Amsterdam,1017,Europe/Amsterdam
"DJ Drama featuring Tyler, The Creator",Legendary,2023-04-20 04:17:54.855000+00:00,4000.0,TRACK,77.63.92.83,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Larry June, The Alchemist & Big Sean","Palisades, CA",2023-04-20 04:17:58.410000+00:00,34000.0,TRACK,77.63.92.83,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
"Tyler, The Creator",DOGTOOTH,2023-04-20 04:18:32.642000+00:00,0.0,TRACK,77.63.92.83,TIDAL_iOS_2.50.0_BOOMBOX,Netherlands,North Holland,Aalsmeer,1431,Europe/Amsterdam
